chr15	616774	617775	ST3180	.	+	chr15	617204	617205	-44	chr15	617344	617345	96	140
chr16	552740	553741	16R-235	.	-	chr16	553310	553311	-137	chr16	553170	553171	3	140
chr3	293283	294284	3F-130	.	+	chr3	293713	293714	-108	chr3	293853	293854	32	140
chr4	47800	48801	4F-28	.	+	chr4	48230	48231	-112	chr4	48370	48371	28	140
chr4	903796	904797	4F-416	.	+	chr4	904226	904227	-63	chr4	904366	904367	77	140
chr7	94181	95182	ST4766	.	-	chr7	94751	94752	-85	chr7	94611	94612	55	140
chr8	501092	502093	8F-229	.	+	chr8	501522	501523	-6	chr8	501662	501663	134	140
chr12	146017	147018	12R-50	.	-	chr12	146588	146589	-137	chr12	146447	146448	4	141
chr13	489331	490332	ST6274	.	-	chr13	489902	489903	-57	chr13	489761	489762	84	141
chr15	267331	268332	ST3059	.	+	chr15	267761	267762	-63	chr15	267902	267903	78	141
chr4	750782	751783	ST4251	.	-	chr4	751353	751354	-7	chr4	751212	751213	134	141
chr7	404917	405918	tR_28UCU_29G1	.	+	chr7	405347	405348	-122	chr7	405488	405489	19	141
chr8	222491	223492	ST1457	.	+	chr8	222921	222922	-45	chr8	223062	223063	96	141
chr10	247140	248141	10R-93	.	-	chr10	247711	247712	-90	chr10	247569	247570	52	142
chr12	660871	661872	12R-239	.	-	chr12	661442	661443	-132	chr12	661300	661301	10	142
chr12	906251	907252	ST2377	.	+	chr12	906680	906681	-22	chr12	906822	906823	120	142
chr12	906251	907252	ST6096	.	-	chr12	906822	906823	-4	chr12	906680	906681	138	142
chr16	887654	888655	ST3614	.	+	chr16	888083	888084	-3	chr16	888225	888226	139	142
chr8	456124	457125	ST1538	.	+	chr8	456553	456554	-10	chr8	456695	456696	132	142
chr10	127560	128561	10F-57	.	+	chr10	127989	127990	-136	chr10	128132	128133	7	143
chr11	321763	322764	ST2012	.	+	chr11	322192	322193	-118	chr11	322335	322336	25	143
chr13	905792	906793	13F-390	.	+	chr13	906221	906222	-41	chr13	906364	906365	102	143
chr14	759518	760519	ST2966	.	+	chr14	759947	759948	-40	chr14	760090	760091	103	143
chr15	353674	354675	tT_28AGU_29O2	.	-	chr15	354246	354247	-134	chr15	354103	354104	9	143
chr7	497098	498099	7F-236	.	+	chr7	497527	497528	-101	chr7	497670	497671	42	143
chr8	289603	290604	8R-142	.	-	chr8	290175	290176	-111	chr8	290032	290033	32	143
chr10	180997	181998	10F-87	.	+	chr10	181425	181426	-19	chr10	181569	181570	125	144
chr10	540939	541940	tD_28GUC_29J4	.	+	chr10	541367	541368	-140	chr10	541511	541512	4	144
chr11	16621	17622	ST5616	.	-	chr11	17193	17194	-61	chr11	17049	17050	83	144
chr12	911096	912097	12F-361	.	+	chr12	911524	911525	-122	chr12	911668	911669	22	144
chr13	286022	287023	ST2509	.	+	chr13	286450	286451	-111	chr13	286594	286595	33	144
chr16	453573	454574	ST3469	.	+	chr16	454001	454002	-124	chr16	454145	454146	20	144
chr16	678132	679133	ST7185	.	-	chr16	678704	678705	-15	chr16	678560	678561	129	144
chr16	784890	785891	16R-351	.	-	chr16	785462	785463	-99	chr16	785318	785319	45	144
chr16	784890	785891	ST7218	.	-	chr16	785462	785463	-84	chr16	785318	785319	60	144
chr4	794734	795735	ST0581	.	+	chr4	795162	795163	-92	chr4	795306	795307	52	144
chr7	308289	309290	ST1132	.	+	chr7	308717	308718	-82	chr7	308861	308862	62	144
chr7	412564	413565	7R-181	.	-	chr7	413136	413137	-77	chr7	412992	412993	67	144
chr10	348357	349358	ST5495	.	-	chr10	348930	348931	-138	chr10	348785	348786	7	145
chr11	142660	143661	ST1948	.	+	chr11	143088	143089	-94	chr11	143233	143234	51	145
chr11	142660	143661	ST5656	.	-	chr11	143233	143234	-63	chr11	143088	143089	82	145
chr11	7684	8685	11F-3	.	+	chr11	8112	8113	-12	chr11	8257	8258	133	145
chr15	811129	812130	ST3240	.	+	chr15	811557	811558	-101	chr15	811702	811703	44	145
chr16	801371	802372	16R-366	.	-	chr16	801944	801945	-65	chr16	801799	801800	80	145
chr2	736349	737350	2R-314	.	-	chr2	736922	736923	-93	chr2	736777	736778	52	145
chr3	298248	299249	ST4009	.	-	chr3	298821	298822	-21	chr3	298676	298677	124	145
chr4	1483827	1484828	ST0791	.	+	chr4	1484255	1484256	-61	chr4	1484400	1484401	84	145
chr5	99255	100256	5R-48	.	-	chr5	99828	99829	-122	chr5	99683	99684	23	145
chr6	204563	205564	tA_28AGC_29F	.	-	chr6	205136	205137	-141	chr6	204991	204992	4	145
chr7	598959	599960	ST1234	.	+	chr7	599387	599388	-3	chr7	599532	599533	142	145
chr8	374844	375845	ST1507	.	+	chr8	375272	375273	-142	chr8	375417	375418	3	145
chr9	331250	332251	9F-159	.	+	chr9	331678	331679	-93	chr9	331823	331824	52	145
chr12	280629	281630	ST2193	.	+	chr12	281056	281057	-111	chr12	281202	281203	35	146
chr12	339016	340017	ST5931	.	-	chr12	339589	339590	-50	chr12	339443	339444	96	146
chr13	246506	247507	ST2496	.	+	chr13	246933	246934	-3	chr13	247079	247080	143	146
chr14	462589	463590	14R-181	.	-	chr14	463162	463163	-143	chr14	463016	463017	3	146
chr14	498392	499393	ST2869	.	+	chr14	498819	498820	-22	chr14	498965	498966	124	146
chr15	69156	70157	15F-33	.	+	chr15	69583	69584	-13	chr15	69729	69730	133	146
chr16	940776	941777	16R-425	.	-	chr16	941349	941350	-143	chr16	941203	941204	3	146
chr16	940776	941777	ST7272	.	-	chr16	941349	941350	-131	chr16	941203	941204	15	146
chr4	1013919	1014920	ST0641	.	+	chr4	1014346	1014347	-14	chr4	1014492	1014493	132	146
chr4	1227694	1228695	ST4381	.	-	chr4	1228267	1228268	-43	chr4	1228121	1228122	103	146
chr5	560614	561615	ST4665	.	-	chr5	561187	561188	-82	chr5	561041	561042	64	146
chr6	194522	195523	6R-82	.	-	chr6	195095	195096	-94	chr6	194949	194950	52	146
chr7	624411	625412	ST4920	.	-	chr7	624984	624985	-134	chr7	624838	624839	12	146
chr10	196945	197946	tA_28AGC_29J	.	-	chr10	197519	197520	-135	chr10	197372	197373	12	147
chr11	233251	234252	11R-94	.	-	chr11	233825	233826	-59	chr11	233678	233679	88	147
chr11	339465	340466	11F-155	.	+	chr11	339892	339893	-65	chr11	340039	340040	82	147
chr13	30132	31133	ST2424	.	+	chr13	30559	30560	-25	chr13	30706	30707	122	147
chr13	657415	658416	13R-297	.	-	chr13	657989	657990	-5	chr13	657842	657843	142	147
chr14	42642	43643	ST6415	.	-	chr14	43216	43217	-75	chr14	43069	43070	72	147
chr15	3245	4246	15R-4	.	-	chr15	3819	3820	-3	chr15	3672	3673	144	147
chr4	1272279	1273280	4F-582	.	+	chr4	1272706	1272707	-136	chr4	1272853	1272854	11	147
chr8	313751	314752	ST1482	.	+	chr8	314178	314179	-67	chr8	314325	314326	80	147
chr9	241979	242980	9R-104	.	-	chr9	242553	242554	-27	chr9	242406	242407	120	147
chr9	356171	357172	9F-176	.	+	chr9	356598	356599	-130	chr9	356745	356746	17	147
chr9	53569	54570	9F-25	.	+	chr9	53996	53997	-3	chr9	54143	54144	144	147
chr11	93616	94617	ST1935	.	+	chr11	94042	94043	-100	chr11	94190	94191	48	148
chr12	394622	395623	ST2224	.	+	chr12	395048	395049	-127	chr12	395196	395197	21	148
chr12	407245	408246	12F-160	.	+	chr12	407671	407672	-91	chr12	407819	407820	57	148
chr13	221469	222470	13R-88	.	-	chr13	222043	222044	-71	chr13	221895	221896	77	148
chr14	301667	302668	ST2799	.	+	chr14	302093	302094	-123	chr14	302241	302242	25	148
chr14	744404	745405	ST6617	.	-	chr14	744978	744979	-3	chr14	744830	744831	145	148
chr16	346341	347342	16F-141	.	+	chr16	346767	346768	-96	chr16	346915	346916	52	148
chr3	147525	148526	ST3970	.	-	chr3	148099	148100	-20	chr3	147951	147952	128	148
chr3	253579	254580	3R-119	.	-	chr3	254153	254154	-35	chr3	254005	254006	113	148
chr4	1435910	1436911	ST4447	.	-	chr4	1436484	1436485	-68	chr4	1436336	1436337	80	148
chr4	187314	188315	ST4062	.	-	chr4	187888	187889	-37	chr4	187740	187741	111	148
chr4	521315	522316	ST0508	.	+	chr4	521741	521742	-40	chr4	521889	521890	108	148
chr4	598369	599370	ST4204	.	-	chr4	598943	598944	-62	chr4	598795	598796	86	148
chr5	26453	27454	ST4492	.	-	chr5	27027	27028	-95	chr5	26879	26880	53	148
chr7	159081	160082	ST1086	.	+	chr7	159507	159508	-9	chr7	159655	159656	139	148
chr7	370078	371079	ST4844	.	-	chr7	370652	370653	-9	chr7	370504	370505	139	148
chr10	293692	294693	ST5479	.	-	chr10	294267	294268	-19	chr10	294118	294119	130	149
chr11	162444	163445	11F-68	.	+	chr11	162870	162871	-5	chr11	163019	163020	144	149
chr11	38273	39274	ST5627	.	-	chr11	38848	38849	-29	chr11	38699	38700	120	149
chr12	28257	29258	12F-9	.	+	chr12	28683	28684	-73	chr12	28832	28833	76	149
chr15	226246	227247	tG_28GCC_29O1	.	-	chr15	226821	226822	-141	chr15	226672	226673	8	149
chr15	520629	521630	ST3154	.	+	chr15	521055	521056	-34	chr15	521204	521205	115	149
chr15	669803	670804	ST3199	.	+	chr15	670229	670230	-115	chr15	670378	670379	34	149
chr16	766881	767882	ST7214	.	-	chr16	767456	767457	-8	chr16	767307	767308	141	149
chr4	1070889	1071890	4F-497	.	+	chr4	1071315	1071316	-105	chr4	1071464	1071465	44	149
chr4	357023	358024	4F-175	.	+	chr4	357449	357450	-6	chr4	357598	357599	143	149
chr6	78213	79214	6F-34	.	+	chr6	78639	78640	-44	chr6	78788	78789	105	149
chr8	250160	251161	8R-117	.	-	chr8	250735	250736	-128	chr8	250586	250587	21	149
chr8	379384	380385	ST5197	.	-	chr8	379959	379960	-77	chr8	379810	379811	72	149
chr8	529493	530494	8F-246	.	+	chr8	529919	529920	-3	chr8	530068	530069	146	149
chr1	181300	182301	1R-80	.	-	chr1	181875	181876	-67	chr1	181725	181726	83	150
chr12	831542	832543	12R-304	.	-	chr12	832117	832118	-32	chr12	831967	831968	118	150
chr13	480434	481435	ST2571	.	+	chr13	480859	480860	-14	chr13	481009	481010	136	150
chr15	47885	48886	15F-27	.	+	chr15	48310	48311	-51	chr15	48460	48461	99	150
chr3	29073	30074	3F-5	.	+	chr3	29498	29499	-42	chr3	29648	29649	108	150
chr4	1365929	1366930	4F-626	.	+	chr4	1366354	1366355	-132	chr4	1366504	1366505	18	150
chr5	468890	469891	tV_28AAC_29E2	.	+	chr5	469315	469316	-141	chr5	469465	469466	9	150
chr5	526918	527919	5R-227	.	-	chr5	527493	527494	-149	chr5	527343	527344	1	150
chr6	180615	181616	tG_28GCC_29F2	.	-	chr6	181190	181191	-147	chr6	181040	181041	3	150
chr6	196849	197850	6R-86	.	-	chr6	197424	197425	-101	chr6	197274	197275	49	150
chr8	337191	338192	ST5184	.	-	chr8	337766	337767	-21	chr8	337616	337617	129	150
chr9	288861	289862	9F-138	.	+	chr9	289286	289287	-6	chr9	289436	289437	144	150
chr10	136195	137196	10F-62	.	+	chr10	136620	136621	-124	chr10	136771	136772	27	151
chr12	338867	339868	ST2209	.	+	chr12	339292	339293	-115	chr12	339443	339444	36	151
chr13	119280	120281	13R-52	.	-	chr13	119856	119857	-133	chr13	119705	119706	18	151
chr15	281598	282599	tG_28GCC_29O2	.	+	chr15	282023	282024	-140	chr15	282174	282175	11	151
chr15	421866	422867	15F-200	.	+	chr15	422291	422292	-88	chr15	422442	422443	63	151
chr15	421866	422867	ST3119	.	+	chr15	422291	422292	-109	chr15	422442	422443	42	151
chr15	610808	611809	15F-286	.	+	chr15	611233	611234	-55	chr15	611384	611385	96	151
chr16	182453	183454	ST3381	.	+	chr16	182878	182879	-75	chr16	183029	183030	76	151
chr16	435528	436529	tC_28GCA_29P1	.	-	chr16	436104	436105	-141	chr16	435953	435954	10	151
chr16	453720	454721	16F-183	.	+	chr16	454145	454146	-147	chr16	454296	454297	4	151
chr16	818977	819978	tI_28AAU_29P1	.	+	chr16	819402	819403	-126	chr16	819553	819554	25	151
chr16	829124	830125	16R-375	.	-	chr16	829700	829701	-141	chr16	829549	829550	10	151
chr16	829124	830125	ST7236	.	-	chr16	829700	829701	-82	chr16	829549	829550	69	151
chr2	171652	172653	2R-67	.	-	chr2	172228	172229	-40	chr2	172077	172078	111	151
chr2	323933	324934	2F-125	.	+	chr2	324358	324359	-14	chr2	324509	324510	137	151
chr5	187286	188287	5F-90	.	+	chr5	187711	187712	-101	chr5	187862	187863	50	151
chr5	198256	199257	ST0869	.	+	chr5	198681	198682	-104	chr5	198832	198833	47	151
chr9	137512	138513	ST5276	.	-	chr9	138088	138089	-25	chr9	137937	137938	126	151
chr10	333462	334463	10R-125	.	-	chr10	334038	334039	-13	chr10	333886	333887	139	152
chr10	486120	487121	ST1837	.	+	chr10	486544	486545	-22	chr10	486696	486697	130	152
chr13	282255	283256	ST6214	.	-	chr13	282831	282832	-51	chr13	282679	282680	101	152
chr13	444595	445596	13F-201	.	+	chr13	445019	445020	-11	chr13	445171	445172	141	152
chr13	873911	874912	ST6392	.	-	chr13	874487	874488	-98	chr13	874335	874336	54	152
chr14	317735	318736	14F-115	.	+	chr14	318159	318160	-20	chr14	318311	318312	132	152
chr14	354637	355638	ST6509	.	-	chr14	355213	355214	-57	chr14	355061	355062	95	152
chr14	609771	610772	ST2911	.	+	chr14	610195	610196	-95	chr14	610347	610348	57	152
chr14	726760	727761	14R-319	.	-	chr14	727336	727337	-105	chr14	727184	727185	47	152
chr15	1025777	1026778	15R-461	.	-	chr15	1026353	1026354	-100	chr15	1026201	1026202	52	152
chr15	226886	227887	ST6695	.	-	chr15	227462	227463	-98	chr15	227310	227311	54	152
chr16	645433	646434	ST3531	.	+	chr16	645857	645858	-20	chr16	646009	646010	132	152
chr2	323609	324610	ST3766	.	-	chr2	324185	324186	-70	chr2	324033	324034	82	152
chr2	35822	36823	tF_28GAA_29B	.	+	chr2	36246	36247	-151	chr2	36398	36399	1	152
chr4	470936	471937	4R-203	.	-	chr4	471512	471513	-129	chr4	471360	471361	23	152
chr4	485589	486590	ST0498	.	+	chr4	486013	486014	-103	chr4	486165	486166	49	152
chr9	270309	271310	ST1638	.	+	chr9	270733	270734	-44	chr9	270885	270886	108	152
chr9	325168	326169	ST5341	.	-	chr9	325744	325745	-138	chr9	325592	325593	14	152
chr11	325414	326415	ST5720	.	-	chr11	325991	325992	-85	chr11	325838	325839	68	153
chr11	91118	92119	ST5641	.	-	chr11	91695	91696	-125	chr11	91542	91543	28	153
chr13	354650	355651	ST6237	.	-	chr13	355227	355228	-102	chr13	355074	355075	51	153
chr15	225901	226902	ST6694	.	-	chr15	226478	226479	-24	chr15	226325	226326	129	153
chr15	33967	34968	ST2978	.	+	chr15	34391	34392	-10	chr15	34544	34545	143	153
chr16	829988	830989	16R-376	.	-	chr16	830565	830566	-90	chr16	830412	830413	63	153
chr2	160215	161216	2R-58	.	-	chr2	160792	160793	-22	chr2	160639	160640	131	153
chr2	767423	768424	2F-319	.	+	chr2	767847	767848	-20	chr2	768000	768001	133	153
chr4	1092339	1093340	4F-505	.	+	chr4	1092763	1092764	-90	chr4	1092916	1092917	63	153
chr4	1165416	1166417	ST0682	.	+	chr4	1165840	1165841	-58	chr4	1165993	1165994	95	153
chr4	28426	29427	ST4013	.	-	chr4	29003	29004	-47	chr4	28850	28851	106	153
chr4	914864	915865	ST0612	.	+	chr4	915288	915289	-24	chr4	915441	915442	129	153
chr4	914864	915865	ST0613	.	+	chr4	915288	915289	-144	chr4	915441	915442	9	153
chr7	342154	343155	7F-163	.	+	chr7	342578	342579	-3	chr7	342731	342732	150	153
chr7	545836	546837	ST1219	.	+	chr7	546260	546261	-98	chr7	546413	546414	55	153
chr8	167792	168793	ST1432	.	+	chr8	168216	168217	-80	chr8	168369	168370	73	153
chr1	165691	166692	tA_28UGC_29A	.	+	chr1	166114	166115	-152	chr1	166268	166269	2	154
chr11	522873	523874	ST5794	.	-	chr11	523450	523451	-93	chr11	523296	523297	61	154
chr12	854815	855816	12R-313	.	-	chr12	855392	855393	-52	chr12	855238	855239	102	154
chr14	353894	354895	14F-133	.	+	chr14	354317	354318	-104	chr14	354471	354472	50	154
chr15	392087	393088	ST3104	.	+	chr15	392510	392511	-11	chr15	392664	392665	143	154
chr16	143358	144359	16R-66	.	-	chr16	143935	143936	-101	chr16	143781	143782	53	154
chr16	204807	205808	ST3389	.	+	chr16	205230	205231	-11	chr16	205384	205385	143	154
chr16	615623	616624	16R-276	.	-	chr16	616200	616201	-75	chr16	616046	616047	79	154
chr16	890985	891986	16F-363	.	+	chr16	891408	891409	-115	chr16	891562	891563	39	154
chr16	939115	940116	ST3633	.	+	chr16	939538	939539	-148	chr16	939692	939693	6	154
chr2	416960	417961	2R-183	.	-	chr2	417537	417538	-44	chr2	417383	417384	110	154
chr2	661810	662811	ST3870	.	-	chr2	662387	662388	-11	chr2	662233	662234	143	154
chr4	409459	410460	4F-207	.	+	chr4	409882	409883	-66	chr4	410036	410037	88	154
chr4	562664	563665	ST0518	.	+	chr4	563087	563088	-109	chr4	563241	563242	45	154
chr5	526766	527767	ST4655	.	-	chr5	527343	527344	-78	chr5	527189	527190	76	154
chr5	86091	87092	tS_28AGA_29E	.	+	chr5	86514	86515	-89	chr5	86668	86669	65	154
chr6	105302	106303	ST0995	.	+	chr6	105725	105726	-89	chr6	105879	105880	65	154
chr6	77361	78362	6R-28	.	-	chr6	77938	77939	-88	chr6	77784	77785	66	154
chr6	77361	78362	ST4681	.	-	chr6	77938	77939	-148	chr6	77784	77785	6	154
chr7	18705	19706	7R-7	.	-	chr7	19282	19283	-39	chr7	19128	19129	115	154
chr8	52888	53889	8F-13	.	+	chr8	53311	53312	-24	chr8	53465	53466	130	154
chr9	428974	429975	ST5374	.	-	chr9	429551	429552	-111	chr9	429397	429398	43	154
chr11	557887	558888	ST5805	.	-	chr11	558465	558466	-52	chr11	558310	558311	103	155
chr12	792679	793680	12F-317	.	+	chr12	793102	793103	-96	chr12	793257	793258	59	155
chr12	836863	837864	ST6079	.	-	chr12	837441	837442	-30	chr12	837286	837287	125	155
chr13	667605	668606	13R-307	.	-	chr13	668183	668184	-14	chr13	668028	668029	141	155
chr13	772781	773782	ST2670	.	+	chr13	773204	773205	-109	chr13	773359	773360	46	155
chr13	777153	778154	ST2674	.	+	chr13	777576	777577	-89	chr13	777731	777732	66	155
chr14	200386	201387	14R-72	.	-	chr14	200964	200965	-100	chr14	200809	200810	55	155
chr14	30928	31929	ST6411	.	-	chr14	31506	31507	-101	chr14	31351	31352	54	155
chr14	330908	331909	14R-128	.	-	chr14	331486	331487	-136	chr14	331331	331332	19	155
chr14	348530	349531	14R-136	.	-	chr14	349108	349109	-126	chr14	348953	348954	29	155
chr14	480385	481386	14R-194	.	-	chr14	480963	480964	-21	chr14	480808	480809	134	155
chr16	146226	147227	ST7010	.	-	chr16	146804	146805	-143	chr16	146649	146650	12	155
chr16	78770	79771	16F-30	.	+	chr16	79193	79194	-138	chr16	79348	79349	17	155
